PMX Bone Weight
0.6782166,10.13807,0.02815937,0.2880544,0.954197,0.0808251,左肩,上半身2,,,0.55,0.45,0,0,False,0,0,0,0,0,0,0,0,0
0.4798175,10.14707,0.0130025,0.3102492,0.9506552,-3.710698E-06,上半身2,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.08617168,9.999909,0.3438897,0.06815961,0.2662333,0.9614958,上半身2,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.07607,10.14669,0.299045,0.08204164,0.4949903,0.8650166,上半身2,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.2367561,9.702338,-0.865152,0.2723257,0.4893833,-0.828458,上半身2,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.3456486,9.737071,-0.8095866,0.2217199,0.5033016,-0.8351814,上半身2,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.2252225,9.868389,-0.751345,0.2703954,0.4855314,-0.8313516,上半身2,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.3144025,9.910639,-0.69887,0.275212,0.4195926,-0.8649858,上半身2,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.4598435,9.792781,-0.7491716,0.203888,0.5079838,-0.8368883,上半身2,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.567067,9.877108,-0.6663045,0.2821907,0.568414,-0.7728349,上半身2,jacket_0_1,,,0.85,0.15,0,0,False,0,0,0,0,0,0,0,0,0
0.38233,9.945176,-0.658275,0.3138179,0.4786155,-0.8200278,上半身2,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.44181,9.984556,-0.60844,0.3784608,0.5732448,-0.7267447,上半身2,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.2114805,10.00993,0.3294043,0.1011212,0.2803196,0.9545656,上半身2,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.181305,10.14458,0.2843725,0.1753502,0.5338824,0.827177,上半身2,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.6079755,10.10207,0.1931172,0.2791319,0.7571697,0.5905755,上半身2,左肩,,,0.8,0.2,0,0,False,0,0,0,0,0,0,0,0,0
0.4799787,10.04943,0.2759843,0.1927471,0.4645553,0.864313,上半身2,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.416735,10.15202,0.1508225,0.3622589,0.8974806,0.2515892,上半身2,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
0.354645,10.14557,0.2296425,0.3826008,0.7275676,0.5694401,上半身2,,,,1,0,0,0,False,0,0,0,0,0,0,0,0,0
